at1,at2,at3,at4,at5,at6,at7,at8,at9,at10,at11,at12,at13,at14,at15,at16,at17,at18,at19,at20,at21,at22,at23,at24,at25,at26,at27,at28,at29,at30,at31,target
0.42857,0.0,0.66667,0.5,0.5,1,1,0.8,0.5,0.0,0.0,0,0.8,0.14286,0.71739,0.010204000000000001,0.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23225,1
0.57143,0.14286,0.0,0.1,0.1,1,1,0.7,0.5,0.5,0.0,0,1.0,0.047619,0.52174,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23225,0
0.28570999999999996,0.0,0.66667,0.4,1.0,1,1,0.5,0.16667,0.0,0.0,0,0.4,0.095238,0.91304,0.020408000000000003,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23229,1
0.57143,0.14286,0.33333,1.0,1.0,1,1,1.0,0.8333299999999999,0.5,0.0,0,0.6,0.0,0.48913,0.051019999999999996,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23231999999999997,0
0.85714,0.0,1.0,0.5,0.5,1,1,0.7,0.33333,0.25,0.8333299999999999,0,1.0,0.047619,0.72826,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23231999999999997,1
0.85714,0.28570999999999996,0.33333,0.5,0.5,0,1,1.0,1.0,0.0,0.16667,0,0.6,0.14286,0.53261,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23238000000000003,0
0.28570999999999996,0.14286,0.66667,0.6,0.5,1,1,0.7,0.33333,0.0,1.0,0,1.0,0.0,0.7391300000000001,0.051019999999999996,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23279,1
0.85714,0.42857,0.66667,0.4,0.5,1,1,0.8,0.8333299999999999,0.25,1.0,0,1.0,0.047619,0.47826,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23279,1
0.71429,0.14286,0.33333,0.2,0.1,1,1,1.0,0.8333299999999999,0.25,1.0,0,1.0,0.095238,0.78261,0.010204000000000001,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23281,0
0.71429,0.14286,0.66667,0.6,0.3,1,1,1.0,0.5,0.25,0.8333299999999999,0,1.0,0.14286,0.55435,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23285,1
0.14286,0.14286,0.33333,1.0,1.0,1,1,1.0,0.8333299999999999,0.0,0.8333299999999999,0,1.0,0.19047999999999998,0.67391,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23285999999999998,0
0.14286,0.14286,0.66667,0.5,0.5,1,1,0.5,0.0,0.5,1.0,0,0.4,0.095238,0.79348,0.010204000000000001,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23288000000000003,1
0.28570999999999996,0.14286,0.33333,0.7,0.5,0,1,0.8,0.5,0.0,1.0,0,0.6,0.0,0.58696,0.051019999999999996,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23288000000000003,0
0.28570999999999996,0.28570999999999996,0.66667,1.0,0.9,1,1,1.0,0.8333299999999999,0.0,1.0,0,0.6,0.14286,0.66304,0.0,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23288000000000003,1
0.71429,0.14286,0.33333,0.6,0.4,1,1,0.8,0.5,0.25,1.0,0,1.0,0.19047999999999998,0.59783,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23288000000000003,0
0.42857,0.14286,1.0,0.8,0.5,1,1,0.8,0.33333,0.25,1.0,0,1.0,0.14286,0.52174,0.010204000000000001,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23288000000000003,1
0.57143,0.28570999999999996,1.0,0.5,0.8,0,1,0.9,0.8333299999999999,0.25,1.0,0,0.6,0.0,0.52174,0.051019999999999996,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2329,1
1.0,0.57143,0.0,0.7,0.5,1,0,0.8,0.8333299999999999,0.5,1.0,0,1.0,0.047619,0.44565,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23315,0
0.85714,0.14286,0.33333,0.5,0.5,1,1,0.9,0.8333299999999999,0.25,1.0,0,1.0,0.2381,0.75,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23315,0
0.85714,0.85714,0.66667,0.7,0.7,1,1,0.8,0.66667,0.25,0.33333,0,0.8,0.2381,0.53261,0.010204000000000001,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23317,1
0.28570999999999996,0.0,0.33333,0.8,0.4,1,1,0.8,1.0,0.5,0.16667,0,0.8,0.047619,0.38043000000000005,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23319,0
0.85714,0.28570999999999996,0.66667,0.5,0.5,1,1,0.7,0.33333,0.5,0.33333,0,1.0,0.047619,0.43478,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23329,1
0.42857,0.28570999999999996,0.33333,0.3,0.3,0,0,0.8,0.8333299999999999,0.5,0.16667,0,1.0,0.095238,0.5,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23329,0
0.14286,0.14286,0.33333,0.6,0.6,0,1,0.9,0.33333,0.25,0.0,0,1.0,0.19047999999999998,0.66304,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23333,0
0.42857,0.14286,0.33333,0.3,0.1,0,1,0.5,1.0,0.0,1.0,0,1.0,0.0,0.79348,0.051019999999999996,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23333,0
0.85714,0.0,0.66667,0.8,0.8,1,1,0.9,0.16667,0.25,0.16667,0,0.6,0.14286,0.6413,0.081633,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23335,1
0.85714,0.57143,0.0,0.3,0.1,1,1,0.8,0.5,0.0,0.0,0,0.4,0.095238,0.56522,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23335,0
0.42857,0.28570999999999996,0.0,0.0,0.0,0,1,0.9,0.66667,0.25,1.0,0,1.0,0.14286,0.65217,0.010204000000000001,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23337,0
0.42857,0.14286,0.33333,0.3,0.3,1,1,0.8,0.8333299999999999,0.25,1.0,0,1.0,0.19047999999999998,0.59783,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23337,0
0.57143,0.28570999999999996,0.0,0.2,1.0,1,1,0.7,0.66667,0.25,0.16667,0,1.0,0.14286,0.44565,0.030612,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23364000000000001,0
0.28570999999999996,0.0,0.66667,0.5,0.3,0,1,0.5,0.33333,0.0,1.0,0,1.0,0.14286,0.67391,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23364000000000001,1
1.0,0.0,1.0,0.5,0.5,0,1,1.0,0.5,0.25,1.0,0,1.0,0.0,0.69565,0.051019999999999996,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23364000000000001,1
0.85714,0.28570999999999996,0.33333,0.6,0.6,0,1,0.9,0.0,0.0,1.0,0,1.0,0.14286,0.63043,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23369,0
1.0,0.28570999999999996,0.0,0.3,0.4,1,1,0.9,0.66667,0.5,0.16667,0,1.0,0.047619,0.27174,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23373000000000002,0
0.42857,0.14286,1.0,0.5,0.4,1,0,1.0,0.16667,0.5,0.33333,0,1.0,0.0,0.56522,0.051019999999999996,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23375,1
0.57143,0.14286,1.0,0.6,0.6,0,1,0.8,0.16667,0.0,1.0,0,1.0,0.28570999999999996,0.52174,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23376999999999998,1
0.14286,0.28570999999999996,0.0,0.3,0.3,1,1,1.0,0.5,0.0,0.0,0,0.6,0.14286,0.75,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23385,0
1.0,0.57143,0.0,0.8,0.5,1,1,0.4,0.66667,0.75,1.0,0,0.6,0.14286,0.70652,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2341,0
0.57143,0.42857,0.0,0.6,0.9,0,1,0.8,0.66667,0.25,0.8333299999999999,0,1.0,0.047619,0.52174,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23414000000000001,0
1.0,0.0,1.0,1.0,1.0,0,1,1.0,0.33333,0.25,0.66667,0,1.0,0.19047999999999998,0.90217,0.020408000000000003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2342,1
0.28570999999999996,0.28570999999999996,0.33333,0.8,0.7,1,1,0.8,1.0,0.25,0.8333299999999999,0,1.0,0.19047999999999998,0.90217,0.030612,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23421,0
0.85714,0.14286,0.33333,0.6,0.5,0,1,1.0,0.8333299999999999,0.25,0.66667,0,1.0,0.047619,0.32609,0.040816000000000005,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23423000000000002,0
0.57143,0.14286,0.66667,0.7,0.7,1,1,1.0,1.0,0.0,0.5,0,1.0,0.2381,0.91304,0.020408000000000003,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23423000000000002,1
1.0,0.28570999999999996,0.66667,0.2,0.0,1,1,1.0,0.8333299999999999,0.25,1.0,0,1.0,0.095238,0.6413,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23425,1
0.85714,0.14286,0.0,0.4,0.8,0,1,0.9,0.5,0.5,1.0,0,1.0,0.14286,0.63043,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23426999999999998,0
0.14286,0.57143,0.0,0.2,0.3,0,1,0.9,0.66667,0.25,0.8333299999999999,0,1.0,0.19047999999999998,0.47826,0.010204000000000001,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23426999999999998,0
0.71429,0.0,0.66667,0.6,0.7,1,1,0.7,0.66667,0.25,0.8333299999999999,0,1.0,0.047619,0.84783,0.040816000000000005,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23454,1
1.0,0.14286,0.33333,0.4,0.0,1,1,0.8,0.66667,0.25,1.0,0,1.0,0.047619,0.47826,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23462,0
0.57143,0.28570999999999996,0.33333,0.5,0.5,1,1,0.7,0.66667,0.5,1.0,0,1.0,0.095238,0.47826,0.0,0.66667,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23464000000000002,0
0.28570999999999996,0.14286,0.33333,0.4,0.8,1,1,0.7,0.33333,0.25,1.0,0,0.8,0.14286,0.48913,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23465999999999998,0
0.42857,0.71429,0.33333,0.5,0.5,1,1,1.0,0.8333299999999999,0.0,1.0,0,1.0,0.14286,0.5,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23465999999999998,0
0.28570999999999996,0.71429,0.0,0.5,0.3,0,1,0.5,0.33333,0.75,1.0,0,0.2,0.0,0.6413,0.051019999999999996,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2347,0
1.0,0.28570999999999996,0.0,0.5,0.3,1,0,0.5,0.16667,0.5,1.0,0,1.0,0.047619,0.65217,0.030612,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.2347,0
0.85714,0.14286,0.33333,0.5,0.8,1,1,0.8,1.0,0.75,0.8333299999999999,0,1.0,0.14286,0.54348,0.030612,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2347,0
0.71429,0.57143,0.33333,0.2,0.3,0,1,0.9,0.16667,0.75,1.0,0,0.6,0.095238,0.43478,0.010204000000000001,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23474,0
0.71429,0.71429,0.33333,0.3,0.3,1,1,1.0,0.5,0.25,1.0,0,1.0,0.0,0.21739,0.051019999999999996,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23476,0
0.71429,0.14286,0.0,0.4,0.5,1,0,0.6,0.16667,0.5,0.33333,0,1.0,0.14286,0.65217,0.010204000000000001,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23476999999999998,0
0.71429,0.28570999999999996,0.66667,0.4,0.7,1,1,0.9,0.5,0.0,1.0,0,1.0,0.095238,0.81522,0.0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2351,1
0.85714,0.14286,0.0,0.6,0.7,0,1,0.8,0.5,0.25,1.0,0,0.8,0.14286,0.46738999999999997,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23606999999999997,0
0.57143,0.0,0.66667,0.8,1.0,1,1,1.0,0.5,0.25,1.0,0,0.4,0.19047999999999998,0.66304,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23639000000000002,1
1.0,0.0,0.66667,1.0,1.0,1,1,0.5,0.16667,0.5,1.0,0,1.0,0.2381,0.32609,0.030612,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23649,1
0.28570999999999996,0.14286,1.0,0.4,0.6,1,1,1.0,0.8333299999999999,0.25,1.0,0,1.0,0.19047999999999998,0.6413,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23649,1
0.28570999999999996,0.14286,0.33333,0.8,0.8,0,1,0.8,0.8333299999999999,0.0,0.8333299999999999,0,1.0,0.14286,0.8804299999999999,0.020408000000000003,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23653000000000002,0
0.42857,0.0,1.0,0.7,0.6,1,1,0.9,0.8333299999999999,0.25,1.0,0,1.0,0.14286,0.13043,0.030612,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23656999999999997,1
0.57143,0.42857,1.0,0.3,0.6,1,1,0.8,0.5,0.75,0.16667,0,0.8,0.047619,0.36956999999999995,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23659000000000002,1
1.0,0.85714,0.33333,0.4,0.1,1,1,0.8,0.8333299999999999,0.0,1.0,0,1.0,0.14286,0.59783,0.010204000000000001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23659000000000002,0
0.42857,0.0,0.66667,0.5,0.5,0,0,0.8,0.66667,0.25,0.0,0,1.0,0.19047999999999998,0.77174,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23686,1
0.57143,0.14286,1.0,0.3,0.3,1,1,0.8,0.5,0.5,1.0,0,1.0,0.14286,0.72826,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23686,1
0.42857,0.14286,0.33333,0.6,0.0,0,1,1.0,0.16667,0.25,1.0,0,0.2,0.14286,0.9347799999999999,0.020408000000000003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23694,0
0.71429,0.28570999999999996,0.66667,0.5,0.5,1,1,0.9,0.8333299999999999,0.5,0.0,0,1.0,0.047619,0.46738999999999997,0.081633,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23695,1
0.28570999999999996,0.14286,0.66667,0.7,0.6,1,1,0.8,0.5,0.25,0.33333,0,1.0,0.19047999999999998,0.52174,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23695,1
1.0,1.0,0.66667,0.5,0.3,0,1,1.0,0.5,0.5,0.8333299999999999,0,1.0,0.095238,0.41303999999999996,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23695,1
0.85714,0.28570999999999996,0.66667,0.7,0.6,1,1,0.3,0.5,0.25,1.0,0,0.2,0.095238,0.8587,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23699,1
0.28570999999999996,0.42857,0.33333,0.8,0.8,0,1,0.9,1.0,0.0,0.33333,0,1.0,0.19047999999999998,0.84783,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23699,0
1.0,0.28570999999999996,0.33333,0.0,0.1,1,0,1.0,0.5,0.5,1.0,0,1.0,0.047619,0.46738999999999997,0.030612,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23699,0
0.14286,0.42857,0.0,0.5,0.8,0,1,0.8,0.66667,0.5,1.0,0,1.0,0.0,0.6087,0.051019999999999996,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23701,0
0.85714,0.14286,0.66667,0.5,0.7,1,1,0.9,0.16667,0.5,1.0,0,0.8,0.095238,0.47826,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23701,1
0.14286,0.14286,0.33333,0.6,0.6,1,1,0.9,1.0,0.25,1.0,0,1.0,0.095238,0.45652,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23701,0
0.28570999999999996,0.14286,0.66667,0.2,0.6,1,1,0.9,0.8333299999999999,0.0,1.0,0,1.0,0.14286,0.83696,0.020408000000000003,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23703000000000002,1
0.57143,0.28570999999999996,1.0,1.0,0.9,1,1,0.9,1.0,0.0,1.0,0,0.4,0.095238,0.80435,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23705,1
0.71429,0.0,0.66667,0.5,0.5,1,1,1.0,0.16667,0.25,0.8333299999999999,0,1.0,0.2381,0.83696,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23731999999999998,1
0.42857,0.42857,0.33333,0.8,0.7,0,1,0.9,0.33333,0.25,0.33333,0,1.0,0.047619,0.45652,0.020408000000000003,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23734,0
0.42857,0.42857,0.66667,0.5,0.5,1,1,0.7,0.5,0.5,0.8333299999999999,0,1.0,0.095238,0.3587,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23734,1
0.42857,0.14286,0.66667,0.5,0.5,0,1,0.9,0.66667,0.25,0.5,0,1.0,0.095238,0.75,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23744,1
0.71429,0.28570999999999996,0.33333,0.1,0.0,0,0,0.9,0.8333299999999999,0.5,1.0,0,0.8,0.0,0.47826,0.051019999999999996,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23746,0
0.71429,0.14286,1.0,0.3,0.3,1,1,0.8,0.8333299999999999,0.5,1.0,0,1.0,0.047619,0.6413,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23748000000000002,1
0.14286,0.28570999999999996,0.0,0.7,0.8,1,1,0.9,0.8333299999999999,0.0,1.0,0,1.0,0.0,0.46738999999999997,0.051019999999999996,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23749,0
0.28570999999999996,0.14286,0.33333,0.5,0.5,1,1,0.7,0.5,0.0,1.0,0,1.0,0.14286,0.75,0.020408000000000003,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23749,0
0.85714,0.0,0.0,0.5,0.5,0,1,1.0,1.0,0.0,1.0,0,1.0,0.047619,0.69565,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23751,0
1.0,0.28570999999999996,1.0,0.5,0.5,1,1,1.0,0.8333299999999999,0.25,1.0,0,1.0,0.19047999999999998,0.69565,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23753000000000002,1
0.28570999999999996,0.71429,0.66667,0.4,0.7,1,1,0.7,1.0,0.5,0.8333299999999999,0,1.0,0.0,0.7608699999999999,0.051019999999999996,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23753000000000002,1
0.85714,0.28570999999999996,0.33333,0.7,0.5,1,0,0.7,0.16667,0.25,1.0,0,1.0,0.14286,0.48913,0.030612,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23753000000000002,0
0.42857,0.14286,0.66667,0.5,0.5,1,1,0.7,0.8333299999999999,0.25,0.0,0,1.0,0.047619,0.61957,0.020408000000000003,0.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23792,1
0.57143,0.85714,0.33333,0.6,0.4,0,1,1.0,0.8333299999999999,0.0,1.0,0,0.8,0.047619,0.58696,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23792,0
0.57143,0.28570999999999996,0.0,0.6,0.6,0,0,0.7,0.5,0.5,1.0,0,1.0,0.28570999999999996,0.71739,0.020408000000000003,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23792,0
0.42857,0.57143,0.33333,0.4,0.7,1,1,0.9,0.8333299999999999,0.0,0.0,0,1.0,0.0,0.41303999999999996,0.051019999999999996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23794,0
0.42857,0.0,1.0,0.3,0.1,1,1,0.5,1.0,0.5,1.0,0,1.0,0.14286,0.7391300000000001,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23795999999999998,1
0.57143,0.28570999999999996,0.66667,0.5,0.6,0,1,0.6,0.8333299999999999,0.5,1.0,0,1.0,0.047619,0.82609,0.030612,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23798000000000002,1
0.57143,0.14286,0.66667,0.8,0.5,1,1,0.9,0.16667,0.25,1.0,0,0.4,0.0,0.54348,0.051019999999999996,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23800000000000002,1
0.71429,0.28570999999999996,0.33333,0.6,0.7,1,0,1.0,0.5,0.25,0.8333299999999999,0,1.0,0.047619,0.29348,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23825,0
1.0,1.0,0.66667,0.8,0.8,0,1,0.8,1.0,0.5,0.5,0,1.0,0.14286,0.6087,0.020408000000000003,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23831999999999998,1
0.28570999999999996,0.57143,0.33333,0.5,0.5,1,1,0.8,0.5,0.25,1.0,0,0.8,0.047619,0.34783000000000003,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23838,0
1.0,1.0,0.66667,0.7,0.5,0,1,1.0,0.8333299999999999,0.25,1.0,0,1.0,0.095238,0.5108699999999999,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23838,1
0.42857,0.28570999999999996,0.66667,0.9,0.9,1,1,1.0,0.8333299999999999,0.0,1.0,0,0.6,0.14286,0.69565,0.0,0.8333299999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23844,1
0.57143,0.14286,0.33333,0.7,0.7,1,1,0.8,1.0,0.25,0.5,0,0.6,0.19047999999999998,0.8804299999999999,0.030612,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23873000000000003,0
0.57143,0.14286,0.33333,0.5,0.5,1,1,1.0,0.8333299999999999,0.25,1.0,0,1.0,0.095238,0.65217,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23875,0
0.71429,0.14286,0.33333,0.3,0.3,1,1,0.5,0.5,0.5,1.0,0,1.0,0.14286,0.61957,0.020408000000000003,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23917,0
1.0,0.28570999999999996,1.0,0.5,1.0,0,1,0.5,0.5,0.25,1.0,0,1.0,0.095238,0.55435,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23917,1
0.71429,0.28570999999999996,0.0,0.4,0.8,0,1,1.0,1.0,0.0,0.0,0,0.4,0.14286,0.54348,0.010204000000000001,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23919,0
1.0,0.28570999999999996,0.66667,1.0,1.0,0,1,1.0,0.66667,0.0,0.33333,0,1.0,0.095238,0.3913,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23919,1
1.0,0.28570999999999996,0.0,0.6,0.4,0,1,0.9,0.33333,0.75,0.0,0,1.0,0.047619,0.31522,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23925,0
0.57143,0.14286,0.66667,0.5,0.7,0,1,1.0,1.0,0.0,1.0,0,1.0,0.19047999999999998,0.65217,0.010204000000000001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23926999999999998,1
0.28570999999999996,0.0,1.0,0.5,0.2,1,1,1.0,0.8333299999999999,0.25,0.8333299999999999,0,1.0,0.0,0.82609,0.051019999999999996,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23929,1
0.14286,0.14286,0.66667,0.0,0.5,1,1,1.0,0.8333299999999999,0.25,1.0,0,1.0,0.14286,0.71739,0.0,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23931,1
0.85714,1.0,0.0,0.5,0.6,1,0,0.9,0.5,0.25,1.0,0,0.8,0.047619,0.46738999999999997,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23931,0
0.28570999999999996,0.14286,1.0,0.4,0.4,1,1,0.8,0.8333299999999999,0.25,1.0,0,1.0,0.14286,0.66304,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23931,1
0.57143,0.28570999999999996,0.0,0.6,0.6,1,1,1.0,0.8333299999999999,0.25,1.0,0,0.8,0.095238,0.56522,0.010204000000000001,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23931,0
0.71429,0.28570999999999996,0.66667,0.4,0.5,1,1,0.8,0.8333299999999999,0.5,0.8333299999999999,0,1.0,0.0,0.23913,0.051019999999999996,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23933000000000001,1
0.57143,0.14286,1.0,0.6,0.5,1,1,0.7,0.8333299999999999,0.0,1.0,0,1.0,0.0,0.7608699999999999,0.051019999999999996,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23933000000000001,1
0.28570999999999996,0.28570999999999996,0.33333,0.7,0.7,1,1,0.1,0.33333,0.0,0.0,0,0.8,0.14286,0.68478,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23935,0
1.0,0.42857,0.33333,0.8,0.5,1,1,0.9,0.66667,0.5,0.16667,0,1.0,0.0,0.28261,0.051019999999999996,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23936999999999997,0
0.71429,0.28570999999999996,0.0,0.6,0.2,1,1,0.7,0.5,0.5,1.0,0,0.4,0.095238,0.65217,0.010204000000000001,0.8333299999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23936999999999997,0
0.71429,0.42857,0.33333,0.2,0.2,1,1,1.0,0.8333299999999999,0.25,0.8333299999999999,0,0.8,0.095238,0.40216999999999997,0.0,0.33333,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23961999999999997,0
0.85714,0.14286,0.33333,0.8,0.2,0,1,0.8,0.8333299999999999,0.25,0.0,0,1.0,0.14286,0.56522,0.0,0.16667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.23973000000000003,0
0.85714,0.42857,0.66667,0.2,0.3,1,1,0.7,1.0,0.5,1.0,0,1.0,0.047619,0.41303999999999996,0.0,0.16667,0,1,1,1,1,1,1,1,1,1,1,1,1,0.23976999999999998,1
0.28570999999999996,0.14286,0.66667,0.7,0.6,1,1,0.6,0.0,1.0,0.8333299999999999,0,1.0,0.047619,0.33696,0.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23979,1
